Event,Round,Diver,Country,Rank,DiveNo,Difficulty,JScore,Judge,JCountry
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,1,3,6,HUBER Peter,AUT
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,1,3,5.5,KELEMEN Ildiko,HUN
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,1,3,6.5,McFARLAND Steve,USA
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,1,3,6.5,MENA Jesus,MEX
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,1,3,6.5,CALDERON Felix,PUR
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,2,3,5.5,BARNETT Madeleine,AUS
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,2,3,5.5,ALT Walter,GER
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,2,3,5,HUBER Peter,AUT
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,2,3,5.5,KELEMEN Ildiko,HUN
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,2,3,6,McFARLAND Steve,USA
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,2,3,5.5,MENA Jesus,MEX
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,2,3,6,CALDERON Felix,PUR
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,3,3.2,5.5,BARNETT Madeleine,AUS
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,3,3.2,6,ALT Walter,GER
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,3,3.2,6.5,HUBER Peter,AUT
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,3,3.2,6.5,KELEMEN Ildiko,HUN
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,3,3.2,6,McFARLAND Steve,USA
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,3,3.2,5,MENA Jesus,MEX
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,3,3.2,6.5,CALDERON Felix,PUR
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,4,2.9,7,HASSAN Mostafa,EGY
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,4,2.9,7,SEAMAN Kathy,CAN
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,4,2.9,6.5,LINDBERG Mathz,SWE
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,4,2.9,6.5,ZAITSEV Oleg,RUS
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,4,2.9,5.5,GEISSBUHLER Michael,SUI
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,4,2.9,6.5,XU Yiming,CHN
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,4,2.9,6,GEAR Dennis,NZL
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,5,3.1,5,HASSAN Mostafa,EGY
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,5,3.1,6,SEAMAN Kathy,CAN
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,5,3.1,5.5,LINDBERG Mathz,SWE
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,5,3.1,5.5,ZAITSEV Oleg,RUS
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,5,3.1,5,GEISSBUHLER Michael,SUI
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,5,3.1,5.5,XU Yiming,CHN
W10mPF,Prelim,RODRIGUEZ Angelique,PUR,17,5,3.1,6,GEAR Dennis,NZL
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,1,3,6,BARNETT Madeleine,AUS
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,1,3,7,ALT Walter,GER
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,1,3,7,HUBER Peter,AUT
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,1,3,7,KELEMEN Ildiko,HUN
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,1,3,6,McFARLAND Steve,USA
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,1,3,7,MENA Jesus,MEX
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,1,3,5.5,CALDERON Felix,PUR
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,2,2.9,5.5,BARNETT Madeleine,AUS
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,2,2.9,6.5,ALT Walter,GER
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,2,2.9,6,HUBER Peter,AUT
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,2,2.9,6.5,KELEMEN Ildiko,HUN
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,2,2.9,6.5,McFARLAND Steve,USA
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,2,2.9,6,MENA Jesus,MEX
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,2,2.9,6.5,CALDERON Felix,PUR
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,3,2.7,5.5,BARNETT Madeleine,AUS
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,3,2.7,5.5,ALT Walter,GER
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,3,2.7,6,HUBER Peter,AUT
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,3,2.7,6,KELEMEN Ildiko,HUN
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,3,2.7,5.5,McFARLAND Steve,USA
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,3,2.7,5,MENA Jesus,MEX
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,3,2.7,6,CALDERON Felix,PUR
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,4,2.7,6,HASSAN Mostafa,EGY
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,4,2.7,6.5,SEAMAN Kathy,CAN
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,4,2.7,7,LINDBERG Mathz,SWE
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,4,2.7,6.5,ZAITSEV Oleg,RUS
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,4,2.7,6,GEISSBUHLER Michael,SUI
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,4,2.7,6,XU Yiming,CHN
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,4,2.7,6.5,GEAR Dennis,NZL
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,5,2.8,7.5,HASSAN Mostafa,EGY
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,5,2.8,7.5,SEAMAN Kathy,CAN
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,5,2.8,7,LINDBERG Mathz,SWE
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,5,2.8,7,ZAITSEV Oleg,RUS
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,5,2.8,7,GEISSBUHLER Michael,SUI
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,5,2.8,6.5,XU Yiming,CHN
W10mPF,Prelim,OLSHEVSKAYA Evgeniya,RUS,18,5,2.8,7,GEAR Dennis,NZL
W10mPF,Prelim,VELOSO Juliana,BRA,19,1,2.8,7.5,BARNETT Madeleine,AUS
W10mPF,Prelim,VELOSO Juliana,BRA,19,1,2.8,7.5,ALT Walter,GER
W10mPF,Prelim,VELOSO Juliana,BRA,19,1,2.8,7,HUBER Peter,AUT
W10mPF,Prelim,VELOSO Juliana,BRA,19,1,2.8,6.5,KELEMEN Ildiko,HUN
W10mPF,Prelim,VELOSO Juliana,BRA,19,1,2.8,6.5,McFARLAND Steve,USA
W10mPF,Prelim,VELOSO Juliana,BRA,19,1,2.8,7,MENA Jesus,MEX
W10mPF,Prelim,VELOSO Juliana,BRA,19,1,2.8,7,CALDERON Felix,PUR
W10mPF,Prelim,VELOSO Juliana,BRA,19,2,2.9,6,BARNETT Madeleine,AUS
W10mPF,Prelim,VELOSO Juliana,BRA,19,2,2.9,4,ALT Walter,GER
W10mPF,Prelim,VELOSO Juliana,BRA,19,2,2.9,4.5,HUBER Peter,AUT
W10mPF,Prelim,VELOSO Juliana,BRA,19,2,2.9,5,KELEMEN Ildiko,HUN
W10mPF,Prelim,VELOSO Juliana,BRA,19,2,2.9,4.5,McFARLAND Steve,USA
W10mPF,Prelim,VELOSO Juliana,BRA,19,2,2.9,4.5,MENA Jesus,MEX
W10mPF,Prelim,VELOSO Juliana,BRA,19,2,2.9,5,CALDERON Felix,PUR
W10mPF,Prelim,VELOSO Juliana,BRA,19,3,3.1,6,BARNETT Madeleine,AUS
W10mPF,Prelim,VELOSO Juliana,BRA,19,3,3.1,4.5,ALT Walter,GER
W10mPF,Prelim,VELOSO Juliana,BRA,19,3,3.1,5,HUBER Peter,AUT
W10mPF,Prelim,VELOSO Juliana,BRA,19,3,3.1,5.5,KELEMEN Ildiko,HUN
W10mPF,Prelim,VELOSO Juliana,BRA,19,3,3.1,6,McFARLAND Steve,USA
W10mPF,Prelim,VELOSO Juliana,BRA,19,3,3.1,5.5,MENA Jesus,MEX
W10mPF,Prelim,VELOSO Juliana,BRA,19,3,3.1,5.5,CALDERON Felix,PUR
W10mPF,Prelim,VELOSO Juliana,BRA,19,4,3,6.5,HASSAN Mostafa,EGY
W10mPF,Prelim,VELOSO Juliana,BRA,19,4,3,6.5,SEAMAN Kathy,CAN
W10mPF,Prelim,VELOSO Juliana,BRA,19,4,3,7,LINDBERG Mathz,SWE
W10mPF,Prelim,VELOSO Juliana,BRA,19,4,3,6,ZAITSEV Oleg,RUS
W10mPF,Prelim,VELOSO Juliana,BRA,19,4,3,6,GEISSBUHLER Michael,SUI
W10mPF,Prelim,VELOSO Juliana,BRA,19,4,3,6.5,XU Yiming,CHN
W10mPF,Prelim,VELOSO Juliana,BRA,19,4,3,7,GEAR Dennis,NZL
W10mPF,Prelim,VELOSO Juliana,BRA,19,5,3,6,HASSAN Mostafa,EGY
W10mPF,Prelim,VELOSO Juliana,BRA,19,5,3,5.5,SEAMAN Kathy,CAN
W10mPF,Prelim,VELOSO Juliana,BRA,19,5,3,6.5,LINDBERG Mathz,SWE
W10mPF,Prelim,VELOSO Juliana,BRA,19,5,3,6.5,ZAITSEV Oleg,RUS
W10mPF,Prelim,VELOSO Juliana,BRA,19,5,3,6.5,GEISSBUHLER Michael,SUI
W10mPF,Prelim,VELOSO Juliana,BRA,19,5,3,6,XU Yiming,CHN
W10mPF,Prelim,VELOSO Juliana,BRA,19,5,3,6.5,GEAR Dennis,NZL
W10mPF,Prelim,KOTZIAN Ditte,GER,20,1,2.8,7,BARNETT Madeleine,AUS
W10mPF,Prelim,KOTZIAN Ditte,GER,20,1,2.8,7,ALT Walter,GER
W10mPF,Prelim,KOTZIAN Ditte,GER,20,1,2.8,7,HUBER Peter,AUT
W10mPF,Prelim,KOTZIAN Ditte,GER,20,1,2.8,7,KELEMEN Ildiko,HUN
W10mPF,Prelim,KOTZIAN Ditte,GER,20,1,2.8,7,McFARLAND Steve,USA
W10mPF,Prelim,KOTZIAN Ditte,GER,20,1,2.8,7,MENA Jesus,MEX
W10mPF,Prelim,KOTZIAN Ditte,GER,20,1,2.8,6.5,CALDERON Felix,PUR
W10mPF,Prelim,KOTZIAN Ditte,GER,20,2,3,2,BARNETT Madeleine,AUS
W10mPF,Prelim,KOTZIAN Ditte,GER,20,2,3,4,ALT Walter,GER
W10mPF,Prelim,KOTZIAN Ditte,GER,20,2,3,3,HUBER Peter,AUT
W10mPF,Prelim,KOTZIAN Ditte,GER,20,2,3,3.5,KELEMEN Ildiko,HUN
W10mPF,Prelim,KOTZIAN Ditte,GER,20,2,3,3.5,McFARLAND Steve,USA
W10mPF,Prelim,KOTZIAN Ditte,GER,20,2,3,3,MENA Jesus,MEX
W10mPF,Prelim,KOTZIAN Ditte,GER,20,2,3,2.5,CALDERON Felix,PUR
W10mPF,Prelim,KOTZIAN Ditte,GER,20,3,2.9,7,BARNETT Madeleine,AUS
W10mPF,Prelim,KOTZIAN Ditte,GER,20,3,2.9,7.5,ALT Walter,GER
W10mPF,Prelim,KOTZIAN Ditte,GER,20,3,2.9,7,HUBER Peter,AUT
W10mPF,Prelim,KOTZIAN Ditte,GER,20,3,2.9,7,KELEMEN Ildiko,HUN
W10mPF,Prelim,KOTZIAN Ditte,GER,20,3,2.9,6.5,McFARLAND Steve,USA
W10mPF,Prelim,KOTZIAN Ditte,GER,20,3,2.9,6,MENA Jesus,MEX
W10mPF,Prelim,KOTZIAN Ditte,GER,20,3,2.9,6.5,CALDERON Felix,PUR
W10mPF,Prelim,KOTZIAN Ditte,GER,20,4,3.2,6.5,HASSAN Mostafa,EGY
W10mPF,Prelim,KOTZIAN Ditte,GER,20,4,3.2,6.5,SEAMAN Kathy,CAN
W10mPF,Prelim,KOTZIAN Ditte,GER,20,4,3.2,6,LINDBERG Mathz,SWE
W10mPF,Prelim,KOTZIAN Ditte,GER,20,4,3.2,6,ZAITSEV Oleg,RUS
W10mPF,Prelim,KOTZIAN Ditte,GER,20,4,3.2,6.5,GEISSBUHLER Michael,SUI
W10mPF,Prelim,KOTZIAN Ditte,GER,20,4,3.2,6,XU Yiming,CHN
W10mPF,Prelim,KOTZIAN Ditte,GER,20,4,3.2,6,GEAR Dennis,NZL
W10mPF,Prelim,KOTZIAN Ditte,GER,20,5,2.7,8,HASSAN Mostafa,EGY
W10mPF,Prelim,KOTZIAN Ditte,GER,20,5,2.7,7,SEAMAN Kathy,CAN
W10mPF,Prelim,KOTZIAN Ditte,GER,20,5,2.7,8.5,LINDBERG Mathz,SWE
W10mPF,Prelim,KOTZIAN Ditte,GER,20,5,2.7,7.5,ZAITSEV Oleg,RUS
W10mPF,Prelim,KOTZIAN Ditte,GER,20,5,2.7,7,GEISSBUHLER Michael,SUI
W10mPF,Prelim,KOTZIAN Ditte,GER,20,5,2.7,7.5,XU Yiming,CHN
W10mPF,Prelim,KOTZIAN Ditte,GER,20,5,2.7,7,GEAR Dennis,NZL
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,1,2.8,6,BARNETT Madeleine,AUS
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,1,2.8,6.5,ALT Walter,GER
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,1,2.8,6,HUBER Peter,AUT
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,1,2.8,7,KELEMEN Ildiko,HUN
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,1,2.8,6.5,McFARLAND Steve,USA
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,1,2.8,6.5,MENA Jesus,MEX
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,1,2.8,6.5,CALDERON Felix,PUR
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,2,2.9,3,BARNETT Madeleine,AUS
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,2,2.9,2.5,ALT Walter,GER
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,2,2.9,3.5,HUBER Peter,AUT
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,2,2.9,3.5,KELEMEN Ildiko,HUN
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,2,2.9,4,McFARLAND Steve,USA
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,2,2.9,3,MENA Jesus,MEX
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,2,2.9,2.5,CALDERON Felix,PUR
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,3,3,6,BARNETT Madeleine,AUS
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,3,3,6,ALT Walter,GER
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,3,3,6,HUBER Peter,AUT
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,3,3,6.5,KELEMEN Ildiko,HUN
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,3,3,7,McFARLAND Steve,USA
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,3,3,6,MENA Jesus,MEX
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,3,3,6.5,CALDERON Felix,PUR
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,4,3.2,7.5,HASSAN Mostafa,EGY
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,4,3.2,7.5,SEAMAN Kathy,CAN
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,4,3.2,7.5,LINDBERG Mathz,SWE
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,4,3.2,8,ZAITSEV Oleg,RUS
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,4,3.2,7,GEISSBUHLER Michael,SUI
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,4,3.2,8,XU Yiming,CHN
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,4,3.2,7.5,GEAR Dennis,NZL
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,5,3.1,6,HASSAN Mostafa,EGY
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,5,3.1,6,SEAMAN Kathy,CAN
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,5,3.1,6.5,LINDBERG Mathz,SWE
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,5,3.1,6.5,ZAITSEV Oleg,RUS
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,5,3.1,6,GEISSBUHLER Michael,SUI
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,5,3.1,5.5,XU Yiming,CHN
W10mPF,Prelim,CIOCAN Clara-Elena,ROM,21,5,3.1,5.5,GEAR Dennis,NZL
W10mPF,Prelim,RI Ok-Rim,PRK,22,1,3,5.5,BARNETT Madeleine,AUS
W10mPF,Prelim,RI Ok-Rim,PRK,22,1,3,5.5,ALT Walter,GER
W10mPF,Prelim,RI Ok-Rim,PRK,22,1,3,6,HUBER Peter,AUT
W10mPF,Prelim,RI Ok-Rim,PRK,22,1,3,5.5,KELEMEN Ildiko,HUN
W10mPF,Prelim,RI Ok-Rim,PRK,22,1,3,5,McFARLAND Steve,USA
W10mPF,Prelim,RI Ok-Rim,PRK,22,1,3,6,MENA Jesus,MEX
W10mPF,Prelim,RI Ok-Rim,PRK,22,1,3,5,CALDERON Felix,PUR
W10mPF,Prelim,RI Ok-Rim,PRK,22,2,2.9,5,BARNETT Madeleine,AUS
W10mPF,Prelim,RI Ok-Rim,PRK,22,2,2.9,4.5,ALT Walter,GER
W10mPF,Prelim,RI Ok-Rim,PRK,22,2,2.9,5,HUBER Peter,AUT
W10mPF,Prelim,RI Ok-Rim,PRK,22,2,2.9,5.5,KELEMEN Ildiko,HUN
W10mPF,Prelim,RI Ok-Rim,PRK,22,2,2.9,6,McFARLAND Steve,USA
W10mPF,Prelim,RI Ok-Rim,PRK,22,2,2.9,5,MENA Jesus,MEX
W10mPF,Prelim,RI Ok-Rim,PRK,22,2,2.9,5,CALDERON Felix,PUR
W10mPF,Prelim,RI Ok-Rim,PRK,22,3,3.2,4.5,BARNETT Madeleine,AUS
W10mPF,Prelim,RI Ok-Rim,PRK,22,3,3.2,5.5,ALT Walter,GER
W10mPF,Prelim,RI Ok-Rim,PRK,22,3,3.2,5.5,HUBER Peter,AUT
W10mPF,Prelim,RI Ok-Rim,PRK,22,3,3.2,5.5,KELEMEN Ildiko,HUN
W10mPF,Prelim,RI Ok-Rim,PRK,22,3,3.2,5.5,McFARLAND Steve,USA
W10mPF,Prelim,RI Ok-Rim,PRK,22,3,3.2,5,MENA Jesus,MEX
W10mPF,Prelim,RI Ok-Rim,PRK,22,3,3.2,4,CALDERON Felix,PUR
W10mPF,Prelim,RI Ok-Rim,PRK,22,4,2.7,8,HASSAN Mostafa,EGY
W10mPF,Prelim,RI Ok-Rim,PRK,22,4,2.7,7,SEAMAN Kathy,CAN
W10mPF,Prelim,RI Ok-Rim,PRK,22,4,2.7,7,LINDBERG Mathz,SWE
W10mPF,Prelim,RI Ok-Rim,PRK,22,4,2.7,7,ZAITSEV Oleg,RUS
W10mPF,Prelim,RI Ok-Rim,PRK,22,4,2.7,7.5,GEISSBUHLER Michael,SUI
W10mPF,Prelim,RI Ok-Rim,PRK,22,4,2.7,7,XU Yiming,CHN
W10mPF,Prelim,RI Ok-Rim,PRK,22,4,2.7,7,GEAR Dennis,NZL
W10mPF,Prelim,RI Ok-Rim,PRK,22,5,2.9,6.5,HASSAN Mostafa,EGY
W10mPF,Prelim,RI Ok-Rim,PRK,22,5,2.9,7,SEAMAN Kathy,CAN
W10mPF,Prelim,RI Ok-Rim,PRK,22,5,2.9,7,LINDBERG Mathz,SWE
W10mPF,Prelim,RI Ok-Rim,PRK,22,5,2.9,7.5,ZAITSEV Oleg,RUS
W10mPF,Prelim,RI Ok-Rim,PRK,22,5,2.9,6.5,GEISSBUHLER Michael,SUI
W10mPF,Prelim,RI Ok-Rim,PRK,22,5,2.9,7.5,XU Yiming,CHN
W10mPF,Prelim,RI Ok-Rim,PRK,22,5,2.9,7,GEAR Dennis,NZL
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,1,2.7,5.5,BARNETT Madeleine,AUS
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,1,2.7,5.5,ALT Walter,GER
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,1,2.7,6,HUBER Peter,AUT
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,1,2.7,5.5,KELEMEN Ildiko,HUN
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,1,2.7,6,McFARLAND Steve,USA
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,1,2.7,5.5,MENA Jesus,MEX
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,1,2.7,5,CALDERON Felix,PUR
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,2,2.8,7,BARNETT Madeleine,AUS
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,2,2.8,7.5,ALT Walter,GER
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,2,2.8,7,HUBER Peter,AUT
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,2,2.8,7,KELEMEN Ildiko,HUN
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,2,2.8,7.5,McFARLAND Steve,USA
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,2,2.8,7,MENA Jesus,MEX
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,2,2.8,7,CALDERON Felix,PUR
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,3,2.9,5.5,BARNETT Madeleine,AUS
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,3,2.9,6,ALT Walter,GER
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,3,2.9,6.5,HUBER Peter,AUT
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,3,2.9,6,KELEMEN Ildiko,HUN
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,3,2.9,5.5,McFARLAND Steve,USA
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,3,2.9,5,MENA Jesus,MEX
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,3,2.9,5.5,CALDERON Felix,PUR
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,4,2.7,6.5,HASSAN Mostafa,EGY
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,4,2.7,6,SEAMAN Kathy,CAN
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,4,2.7,6.5,LINDBERG Mathz,SWE
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,4,2.7,6.5,ZAITSEV Oleg,RUS
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,4,2.7,6,GEISSBUHLER Michael,SUI
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,4,2.7,5.5,XU Yiming,CHN
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,4,2.7,6,GEAR Dennis,NZL
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,5,2.8,6.5,HASSAN Mostafa,EGY
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,5,2.8,6.5,SEAMAN Kathy,CAN
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,5,2.8,7,LINDBERG Mathz,SWE
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,5,2.8,7,ZAITSEV Oleg,RUS
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,5,2.8,6.5,GEISSBUHLER Michael,SUI
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,5,2.8,6.5,XU Yiming,CHN
W10mPF,Prelim,ARBOLES-SOUCHON Odile,FRA,23,5,2.8,6.5,GEAR Dennis,NZL
W10mPF,Prelim,TOURKY Loudy,AUS,24,1,3,5.5,BARNETT Madeleine,AUS
W10mPF,Prelim,TOURKY Loudy,AUS,24,1,3,6,ALT Walter,GER
W10mPF,Prelim,TOURKY Loudy,AUS,24,1,3,6.5,HUBER Peter,AUT
W10mPF,Prelim,TOURKY Loudy,AUS,24,1,3,5.5,KELEMEN Ildiko,HUN
W10mPF,Prelim,TOURKY Loudy,AUS,24,1,3,6.5,McFARLAND Steve,USA
W10mPF,Prelim,TOURKY Loudy,AUS,24,1,3,6,MENA Jesus,MEX
W10mPF,Prelim,TOURKY Loudy,AUS,24,1,3,6,CALDERON Felix,PUR
W10mPF,Prelim,TOURKY Loudy,AUS,24,2,2.7,3.5,BARNETT Madeleine,AUS
W10mPF,Prelim,TOURKY Loudy,AUS,24,2,2.7,2,ALT Walter,GER
W10mPF,Prelim,TOURKY Loudy,AUS,24,2,2.7,4.5,HUBER Peter,AUT
W10mPF,Prelim,TOURKY Loudy,AUS,24,2,2.7,4,KELEMEN Ildiko,HUN
W10mPF,Prelim,TOURKY Loudy,AUS,24,2,2.7,4.5,McFARLAND Steve,USA
W10mPF,Prelim,TOURKY Loudy,AUS,24,2,2.7,3.5,MENA Jesus,MEX
W10mPF,Prelim,TOURKY Loudy,AUS,24,2,2.7,4,CALDERON Felix,PUR
W10mPF,Prelim,TOURKY Loudy,AUS,24,3,3.2,4,BARNETT Madeleine,AUS
W10mPF,Prelim,TOURKY Loudy,AUS,24,3,3.2,3.5,ALT Walter,GER
W10mPF,Prelim,TOURKY Loudy,AUS,24,3,3.2,4,HUBER Peter,AUT
W10mPF,Prelim,TOURKY Loudy,AUS,24,3,3.2,4.5,KELEMEN Ildiko,HUN
W10mPF,Prelim,TOURKY Loudy,AUS,24,3,3.2,4.5,McFARLAND Steve,USA
W10mPF,Prelim,TOURKY Loudy,AUS,24,3,3.2,4,MENA Jesus,MEX
W10mPF,Prelim,TOURKY Loudy,AUS,24,3,3.2,2.5,CALDERON Felix,PUR
W10mPF,Prelim,TOURKY Loudy,AUS,24,4,3.1,6.5,HASSAN Mostafa,EGY
W10mPF,Prelim,TOURKY Loudy,AUS,24,4,3.1,7,SEAMAN Kathy,CAN
W10mPF,Prelim,TOURKY Loudy,AUS,24,4,3.1,6,LINDBERG Mathz,SWE
